 ,0,900,1800,2700,3600,4500,5400,6300,7200,8100,9000,9900,10800,11700,12600,13500,14400,15300,16200,17100,18000,18900,19800,20700,21600,22500,23400,24300,25200,26100,27000,27900,28800,29700,30600,31500,32400,33300,34200,35100,36000,36900,37800,38700,39600,40500,41400,42300,43200,44100,45000,45900,46800,47700,48600,49500,50400,51300,52200,53100,54000,54900,55800,56700,57600,58500,59400,60300,61200,62100,63000,63900,64800,65700,66600,67500,68400,69300,70200,71100,72000,72900,73800,74700,75600,76500,77400,78300,79200,80100,81000,81900,82800,83700,84600,85500,86400
J-309,0.43796,0.439379,0.441309,0.443726,0.442968,0.446036,0.44925,0.272259,0.29034,0.308055,0.323861,0.337879,0.350259,0.361143,0.370621,0.378858,0.388381,0.394622,0.399906,0.353821,0.361291,0.361384,0.390038,0.392113,0.383955,0.386482,0.389551,0.393204,0.112858,0.109358,0.128696,0.151572,0.227397,0.245079,0.262695,0.279861,0.312355,0.327399,0.34195,0.355979,0.375915,0.388817,0.401337,0.4135,0.425317,0.436808,0.447997,0.458909,0.466408,0.476821,0.486993,0.496967,0.498794,0.508528,0.518014,0.527311,0.533486,0.542506,0.551395,0.560169,0.568865,0.577487,0.586065,-1.60789,-1.85194,-2.69077,-1.0013,-0.88056,-0.788798,-0.69705,-0.616123,-0.547554,-0.49198,-0.438388,-0.395833,-0.361564,-0.329126,-0.304933,-0.283549,-0.265413,-0.246145,-0.23166,-0.218479,-0.206341,-0.200286,-0.189662,-0.179331,-0.169226,-0.189074,-0.180278,-0.170437,-0.160405,-0.114184,-0.104506,0.149605,0.10539,0.0771621
J-31,0.412579,0.412702,0.413026,0.413568,0.41374,0.414704,0.415864,0.387896,0.396204,0.40426,0.411638,0.418424,0.424647,0.430369,0.435616,0.440452,0.445378,0.449707,0.453733,0.481244,0.483546,0.483056,0.335031,0.335928,0.37399,0.374993,0.376349,0.378445,0.1746,0.172994,0.195222,0.220052,0.306282,0.325006,0.343313,0.360906,0.39769,0.413025,0.427801,0.442031,0.463896,0.476928,0.489562,0.501824,0.513716,0.525289,0.53654,0.547501,0.554329,0.564932,0.575246,0.585312,0.585493,0.595123,0.604526,0.613739,0.619133,0.628058,0.636861,0.645558,0.654188,0.662754,0.671283,0.679785,-1.20766,-1.93102,-0.923589,-0.790366,-0.687255,-0.594433,-0.514366,-0.446697,-0.371323,-0.31724,-0.27434,-0.239803,-0.192354,-0.168774,-0.147436,-0.129141,-0.107682,-0.0929984,-0.0795265,-0.0670929,-0.0649853,-0.0539487,-0.0432957,-0.0329322,-0.130057,-0.119099,-0.108679,-0.0990319,-0.161579,-0.150053,0.187392,0.155857,0.121084
J-310,4.17269,4.19863,4.22421,4.24941,3.91481,3.93975,3.96434,3.98864,3.82513,3.84907,3.87269,3.89605,3.91911,3.94189,3.96439,3.98663,4.23576,4.25718,4.27833,4.66225,5.39344,5.41035,5.5757,5.58663,6.35801,6.36496,6.37248,6.37983,7.66942,7.58095,7.5965,7.62184,8.80319,8.81923,8.83499,8.85007,9.24567,9.25735,9.26851,9.27913,9.44556,9.45461,9.46332,9.47169,9.47974,9.48751,9.49498,9.50219,9.43289,9.44002,9.44685,9.45343,9.26446,9.27119,9.27763,9.28383,9.21658,9.22263,9.22851,9.23424,9.23985,9.24536,9.25079,8.36028,7.61087,7.58807,8.19705,8.29508,8.70271,8.77443,8.83712,8.8921,9.48055,9.52181,9.55526,9.58287,10.2495,10.268,10.2851,10.3008,10.4899,10.5024,10.5145,10.5259,10.2522,10.2633,10.2741,10.2846,7.39187,7.4078,7.42304,7.43748,5.68078,5.69892,5.92592,5.903,5.21926
J-311,5.58089,5.60962,5.63795,5.66592,5.345,5.37274,5.40011,5.4272,5.27234,5.29909,5.32553,5.35168,5.37754,5.40311,5.42839,5.45339,5.69822,5.72236,5.74623,6.22517,6.96101,6.98169,7.2128,7.22666,7.97503,7.98411,7.99384,8.00311,9.23238,9.12052,9.12715,9.152,10.2903,10.3054,10.3204,10.3347,10.7144,10.7251,10.7352,10.7448,10.9039,10.9118,10.9195,10.9268,10.9338,10.9405,10.9469,10.9531,10.8859,10.892,10.8979,10.9035,10.7215,10.7274,10.7331,10.7384,10.6733,10.6785,10.6836,10.6885,10.6932,10.6979,10.0183,9.86762,9.23213,9.23627,9.76765,9.85769,10.2479,10.3141,10.3726,10.4237,10.9883,11.0264,11.0575,11.0835,11.7235,11.7408,11.757,11.772,11.9536,11.9658,11.9777,11.989,11.7271,11.7384,11.7494,11.7601,8.9788,8.99629,9.01305,9.02891,7.33446,7.35449,7.54611,7.52569,6.86442
J-312,2.18464,2.18233,2.17894,2.17438,2.12835,2.12174,2.11454,2.09477,2.06612,2.05696,2.0472,2.03722,2.02736,2.01776,2.00844,1.9995,2.01617,2.00952,2.00307,1.90241,1.93071,1.90889,1.23631,1.23278,1.32344,1.31777,1.33088,1.34671,1.3692,1.36891,1.39335,1.42198,1.62848,1.65124,1.67183,1.69069,1.77151,1.78857,1.80438,1.81912,1.85892,1.87241,1.88518,1.89729,1.90882,1.91988,1.93051,1.94075,1.93807,1.94753,1.95675,1.96578,1.94387,1.95151,1.95912,1.96671,1.96277,1.96996,1.9772,1.98447,1.99177,1.99912,0.976788,0.812054,0.349741,-0.00166423,0.80182,0.837124,0.906513,0.938822,0.974265,1.0069,1.12696,1.15909,1.1855,1.20771,1.33595,1.35609,1.37384,1.38956,1.4338,1.44742,1.46006,1.47176,1.43373,1.44314,1.45259,1.46207,1.00926,1.01538,1.01951,1.02465,0.807454,0.827689,1.11016,1.10674,1.01892
J-313,0.524197,0.544585,0.563696,0.581623,0.57318,0.589398,0.604613,0.614686,0.615983,0.627573,0.638714,0.649398,0.65966,0.669495,0.678907,0.68793,0.710216,0.718453,0.726328,0.805013,0.80198,0.803175,0.685595,0.68624,0.786387,0.786066,0.786394,0.787307,0.680295,0.67611,0.698207,0.72361,0.903167,0.921992,0.940368,0.958016,1.02573,1.0409,1.0555,1.06953,1.10391,1.11665,1.12899,1.14095,1.15254,1.16379,1.17471,1.18534,1.18558,1.19586,1.20587,1.2156,1.19943,1.20879,1.21792,1.22685,1.22595,1.23461,1.2431,1.25151,1.25982,1.26806,1.27625,-0.0194673,-0.596765,-1.11347,-0.256234,-0.133147,-0.00887464,0.0795355,0.155388,0.221606,0.338007,0.388947,0.429425,0.462117,0.561365,0.583736,0.604037,0.62173,0.657268,0.67143,0.684607,0.696795,0.675225,0.686117,0.696664,0.706934,0.373964,0.384952,0.395457,0.405383,0.201899,0.213561,0.549287,0.518023,0.425542
J-314,0.575252,0.595748,0.614975,0.633017,0.624746,0.641063,0.656368,0.666703,0.667923,0.679742,0.69109,0.702002,0.712478,0.722529,0.732143,0.741371,0.764096,0.772518,0.780568,0.859516,0.858683,0.860313,0.752164,0.753015,0.853036,0.852577,0.852893,0.853722,0.740443,0.723471,0.745817,0.772155,0.952816,0.972108,0.990904,1.00892,1.07685,1.09224,1.10699,1.12114,1.15555,1.16835,1.18072,1.1927,1.20429,1.21551,1.22643,1.23702,1.23724,1.24749,1.25744,1.26712,1.25102,1.26033,1.2694,1.27826,1.27736,1.28594,1.29437,1.30269,1.31091,1.31909,1.32719,0.138315,-0.501389,-0.949815,-0.164086,-0.0459191,0.0756956,0.161104,0.234719,0.299182,0.414315,0.463312,0.502337,0.5339,0.633244,0.654902,0.674579,0.69189,0.727381,0.741245,0.754227,0.766261,0.744278,0.755054,0.765489,0.775669,0.440821,0.451656,0.462052,0.47196,0.268069,0.279629,0.608031,0.578851,0.485812
J-315,5.10095,5.13291,5.16446,5.19561,5.05361,5.08441,5.11481,5.14491,5.08498,5.11465,5.144,5.17303,5.20175,5.23016,5.25826,5.28606,5.42216,5.44908,5.4757,6.06687,6.57965,6.60431,6.89693,6.91399,7.32051,7.33258,7.34503,7.35694,7.85579,7.75418,7.76313,7.78628,8.40296,8.41611,8.42922,8.44187,8.64832,8.65737,8.66604,8.67429,8.76172,8.76839,8.77481,8.78096,8.78687,8.79253,8.79796,8.80317,8.76933,8.77463,8.77965,8.78444,8.6897,8.69494,8.69987,8.70455,8.67172,8.67634,8.68075,8.685,8.68911,8.69312,7.96693,7.81396,7.22231,7.07714,7.65237,7.75028,7.99104,8.06286,8.12636,8.18186,8.5004,8.54149,8.57519,8.60337,8.94924,8.96778,8.98524,9.00145,9.1037,9.11686,9.12964,9.14183,9.01152,9.02392,9.03596,9.04774,7.59663,7.61653,7.63554,7.65352,6.7703,6.79287,7.00196,6.97862,6.6225
J-316,0.282109,0.28736,0.292849,0.298496,0.302888,0.308904,0.314954,0.200747,0.219001,0.235522,0.250503,0.264017,0.276158,0.287021,0.296673,0.305263,0.313237,0.320166,0.326236,0.319262,0.32409,0.326407,0.322903,0.328408,0.336054,0.340523,0.344852,0.349551,0.0397995,0.0409059,0.062442,0.0864904,0.139856,0.158134,0.176111,0.19344,0.219115,0.234323,0.249024,0.263203,0.280434,0.293472,0.30612,0.318396,0.330318,0.341904,0.353186,0.364177,0.373169,0.383639,0.393871,0.403887,0.409364,0.419104,0.4286,0.437898,0.445442,0.454476,0.463359,0.472157,0.480861,0.489512,0.498115,0.506689,-1.92865,-2.74555,-1.04066,-0.918831,-0.834404,-0.742676,-0.661411,-0.592643,-0.539003,-0.484567,-0.441338,-0.406556,-0.378063,-0.353125,-0.331162,-0.312657,-0.296168,-0.281279,-0.267809,-0.255457,-0.245325,-0.234719,-0.22439,-0.214295,-0.211973,-0.20313,-0.19324,-0.183165,-0.159283,-0.148303,0.11581,0.0694367,0.043453
J-317,0.278163,0.283526,0.289182,0.295045,0.299798,0.305967,0.312146,0.171691,0.192552,0.211366,0.22827,0.243409,0.256904,0.268886,0.279471,0.288818,0.297434,0.304794,0.311196,0.303812,0.308776,0.311197,0.27662,0.279532,0.277453,0.279236,0.281575,0.284239,0.0294874,0.0338132,0.0567971,0.0814094,0.134889,0.153508,0.171652,0.189081,0.2149,0.230212,0.245029,0.2593,0.276637,0.289778,0.302543,0.314929,0.326963,0.338666,0.350051,0.361156,0.370324,0.380868,0.391175,0.401269,0.406816,0.416587,0.426129,0.435479,0.443054,0.452131,0.461084,0.469926,0.478701,0.487416,0.496101,0.504754,-1.60611,-2.37223,-1.14748,-1.00621,-0.898129,-0.797032,-0.708635,-0.634271,-0.56957,-0.512254,-0.466805,-0.430295,-0.395367,-0.370006,-0.347473,-0.328527,-0.310548,-0.295416,-0.281705,-0.269124,-0.260603,-0.249647,-0.239029,-0.228689,-0.30218,-0.290058,-0.276843,-0.263767,-0.213563,-0.203992,0.109908,0.0637787,0.039546
J-318,1.92822,1.92477,1.92018,1.91458,1.8673,1.85992,1.85207,1.83098,1.80409,1.79687,1.78888,1.78039,1.77173,1.76306,1.75452,1.74625,1.7636,1.7574,1.7513,1.64906,1.6781,1.6562,0.937234,0.93214,1.02669,1.01973,1.03259,1.04659,1.08153,1.08208,1.10867,1.13756,1.35287,1.37604,1.39716,1.41659,1.50002,1.51742,1.53356,1.54865,1.58946,1.60329,1.6164,1.62887,1.64077,1.65217,1.66315,1.67375,1.67114,1.68096,1.69055,1.69993,1.67762,1.68559,1.69353,1.70145,1.69754,1.70506,1.71261,1.72021,1.72783,1.7355,1.74319,0.533277,0.0495556,-0.337865,0.521294,0.55761,0.6295,0.662218,0.697766,0.730942,0.854719,0.887583,0.914533,0.937102,1.06722,1.08754,1.10544,1.12122,1.16572,1.17936,1.19197,1.20363,1.16505,1.17434,1.18367,1.19303,0.723994,0.729007,0.732465,0.736242,0.506274,0.523836,0.808723,0.807007,0.714603
J-319,2.39187,2.41615,2.44008,2.46363,2.38672,2.40981,2.43255,2.455,2.42521,2.44718,2.46887,2.49028,2.5114,2.53226,2.55284,2.57317,2.65614,2.6758,2.69522,3.00487,3.42207,3.43656,3.55958,3.56852,3.8388,3.84433,3.85053,3.85668,4.08927,4.00082,4.01765,4.04419,4.4771,4.49435,4.51128,4.52746,4.67658,4.68936,4.70157,4.71319,4.77913,4.78917,4.79882,4.80812,4.81706,4.82568,4.834,4.84203,4.82306,4.83094,4.83851,4.84583,4.78474,4.79208,4.79914,4.80596,4.787,4.79365,4.80011,4.80642,4.81261,4.81872,4.00916,3.8722,3.2369,3.01228,3.63292,3.73429,3.92121,3.99536,4.06053,4.11738,4.34863,4.39121,4.42569,4.45413,4.69693,4.71617,4.73401,4.75027,4.8247,4.83784,4.85045,4.86233,4.77647,4.78787,4.79895,4.80978,3.82936,3.84442,3.85891,3.87268,3.28447,3.30123,3.54697,3.5235,3.28457
J-32,0.49784,0.506101,0.513991,0.521528,0.529772,0.536652,0.543222,0.551175,0.559166,0.566511,0.573678,0.58068,0.587509,0.594165,0.600652,0.606975,0.612618,0.618631,0.624483,0.387889,0.55399,0.557796,0.497071,0.497622,0.570923,0.570614,0.570981,0.57193,0.42524,0.42213,0.44408,0.469085,0.615497,0.634404,0.652866,0.670606,0.728921,0.74429,0.759086,0.773317,0.803982,0.816954,0.829524,0.841698,0.853511,0.864988,0.876134,0.886991,0.889339,0.899838,0.910034,0.919979,0.908834,0.918389,0.927697,0.936826,0.937907,0.946735,0.955425,0.964016,0.972514,0.980948,0.989325,-0.301026,-0.914657,-1.39639,-0.542593,-0.420767,-0.307184,-0.219472,-0.144198,-0.0784884,0.021897,0.0725124,0.112726,0.14517,0.225667,0.247957,0.268168,0.285763,0.316153,0.330245,0.343348,0.355448,0.341938,0.352718,0.363143,0.373301,0.122049,0.132609,0.142736,0.152325,0.00873925,0.0199447,0.353273,0.322632,0.254257
J-320,2.56476,2.58968,2.61423,2.63841,2.56243,2.58615,2.60951,2.63259,2.60357,2.62619,2.64849,2.67052,2.69227,2.71373,2.73493,2.75586,2.83923,2.8595,2.87951,3.21142,3.62987,3.64518,3.78208,3.79167,4.06099,4.06704,4.07374,4.08034,4.30829,4.21755,4.23377,4.26013,4.68949,4.70646,4.72312,4.73906,4.88668,4.89919,4.91113,4.92251,4.98766,4.99744,5.00684,5.01589,5.0246,5.03299,5.04107,5.04889,5.02995,5.03763,5.04501,5.05212,4.99149,4.99866,5.00555,5.01221,4.99332,4.9998,5.00609,5.01224,5.01826,5.0242,4.22324,4.08235,3.45518,3.23415,3.84961,3.95059,4.13622,4.2101,4.2751,4.3318,4.56104,4.60347,4.63786,4.66628,4.90666,4.92583,4.94364,4.95991,5.03366,5.04682,5.05945,5.07137,4.98669,4.99818,5.00936,5.02028,4.04951,4.06497,4.07985,4.09397,3.51028,3.52751,3.76988,3.74647,3.50871
J-321,0.261845,0.269644,0.277124,0.284288,0.29148,0.298109,0.304497,0.310009,0.31717,0.323999,0.330604,0.337001,0.343197,0.349195,0.355002,0.360655,0.366037,0.371351,0.376523,0.375388,0.447222,0.450385,0.380791,0.380749,0.434402,0.433403,0.433162,0.433509,0.233045,0.229486,0.251774,0.277378,0.387138,0.406406,0.425203,0.443244,0.488009,0.503615,0.518614,0.533034,0.55819,0.571325,0.584025,0.596339,0.60827,0.619857,0.6311,0.642057,0.647275,0.657857,0.668124,0.678141,0.674251,0.683846,0.693197,0.702358,0.706198,0.715056,0.723782,0.7324,0.740929,0.749396,0.757798,-0.476893,-1.11942,-1.59539,-0.779905,-0.659478,-0.557944,-0.470956,-0.396086,-0.330577,-0.249217,-0.199286,-0.159631,-0.127618,-0.0692948,-0.0472831,-0.0273283,-0.00985518,0.0144607,0.0284297,0.0414728,0.0535155,0.049774,0.0604654,0.0708244,0.0809084,-0.0724567,-0.0622405,-0.0524127,-0.0430647,-0.139631,-0.128829,0.210823,0.180925,0.128481
J-322,0.780456,0.785428,0.790544,0.795186,0.80091,0.804739,0.808189,0.813798,0.819673,0.824687,0.829511,0.834145,0.83859,0.842843,0.846912,0.850795,0.853734,0.857269,0.860634,0.393287,0.506286,0.509772,0.442654,0.443109,0.522345,0.522236,0.522638,0.523724,0.417671,0.415394,0.437556,0.462504,0.623269,0.642127,0.66054,0.67825,0.739712,0.755103,0.769918,0.784165,0.816193,0.82923,0.841852,0.854101,0.865982,0.877513,0.888743,0.899678,0.901465,0.912032,0.922312,0.932338,0.919572,0.929203,0.938587,0.947777,0.948307,0.957221,0.966001,0.974668,0.983252,0.991786,1.00027,-0.422806,-0.917161,-1.49437,-0.55027,-0.424047,-0.305604,-0.215695,-0.138368,-0.0719824,0.0338511,0.086121,0.127618,0.161042,0.246759,0.269683,0.290455,0.308359,0.340206,0.354567,0.367804,0.380032,0.364469,0.37534,0.385841,0.396062,0.116872,0.127421,0.137499,0.146923,-0.0300123,-0.0188389,0.311022,0.280468,0.210501
J-323,0.285682,0.292855,0.29973,0.306337,0.313024,0.319158,0.325085,0.33083,0.337565,0.344007,0.350287,0.356409,0.362359,0.368162,0.373816,0.379326,0.384608,0.389859,0.394984,0.374858,0.463722,0.466912,0.396336,0.396459,0.456681,0.456152,0.45623,0.456964,0.278306,0.275234,0.297469,0.32274,0.440805,0.459841,0.478425,0.49626,0.543819,0.559289,0.574191,0.588496,0.614817,0.627877,0.640527,0.652789,0.664678,0.676227,0.687449,0.698387,0.702963,0.713529,0.723781,0.733804,0.728262,0.737869,0.747234,0.756397,0.759623,0.768501,0.777242,0.785885,0.794428,0.802922,0.811355,-0.530108,-1.08789,-1.62607,-0.737915,-0.614063,-0.508706,-0.41987,-0.343665,-0.277422,-0.191607,-0.140256,-0.0994728,-0.0665936,-0.00403551,0.0185381,0.0390031,0.0567452,0.0822699,0.0964962,0.109682,0.121851,0.116454,0.12727,0.137746,0.147936,-0.0248523,-0.0143507,-0.00430982,0.00515741,-0.104532,-0.0935006,0.241339,0.210094,0.153446
J-324,1.4943,1.49841,1.50166,1.50413,1.51697,1.5181,1.51859,1.52423,1.5336,1.53725,1.54064,1.54375,1.54658,1.54914,1.55142,1.55342,1.54822,1.5496,1.55073,0.914218,1.09748,1.10495,1.10763,1.11101,1.2185,1.22058,1.22317,1.22623,1.13993,1.13571,1.15628,1.18001,1.36056,1.37787,1.39485,1.41122,1.47821,1.49216,1.50563,1.5186,1.55213,1.56386,1.57525,1.58629,1.59701,1.6074,1.61753,1.62737,1.62674,1.63631,1.64561,1.65466,1.63748,1.6463,1.65487,1.66325,1.66164,1.66978,1.67777,1.68563,1.6934,1.70111,1.70877,0.417517,-0.184571,-0.663714,0.198112,0.321421,0.445367,0.534108,0.610345,0.676907,0.792514,0.843674,0.884458,0.917487,1.01514,1.0376,1.05806,1.07595,1.11109,1.12543,1.1388,1.15122,1.13087,1.1422,1.15316,1.16383,0.831249,0.843718,0.855595,0.866813,0.656496,0.669818,0.997473,0.966076,0.868541
J-325,0.925325,0.935373,0.945037,0.95437,0.961448,0.970273,0.978827,0.987713,0.99621,1.00563,1.01486,1.02391,1.03278,1.04146,1.04998,1.05833,1.06787,1.07586,1.0837,1.10436,1.23777,1.24552,1.25374,1.25731,1.32175,1.32335,1.3257,1.32838,1.13445,1.09039,1.11182,1.13855,1.25886,1.27768,1.29605,1.31364,1.36041,1.37508,1.38913,1.40259,1.42771,1.43974,1.45133,1.46253,1.47336,1.48383,1.49398,1.50384,1.50748,1.51705,1.52629,1.53529,1.52918,1.53792,1.54641,1.55467,1.55714,1.56515,1.57301,1.58074,1.58836,1.59591,1.6034,0.512588,-0.146996,-0.536891,0.190399,0.303105,0.402564,0.484471,0.555602,0.617804,0.700434,0.747411,0.785006,0.81563,0.877608,0.898553,0.917701,0.934793,0.960057,0.973781,0.986755,0.998832,0.99351,1.00457,1.01531,1.0258,0.851078,0.863246,0.874938,0.886096,0.77416,0.787289,1.09015,1.06309,1.0032
J-326,3.11935,3.09485,3.06994,3.04476,3.06183,3.03654,3.01108,3.01996,3.03428,3.02709,3.01911,3.01039,3.00097,2.99088,2.98016,2.96886,2.93054,2.91801,2.90505,1.11017,1.13951,1.13938,1.30338,1.30722,1.48741,1.49002,1.49303,1.49648,1.56245,1.55804,1.57866,1.6024,1.89352,1.91074,1.92761,1.94389,2.04768,2.06153,2.07489,2.08776,2.13638,2.14801,2.15929,2.17024,2.18086,2.19118,2.2012,2.21095,2.20284,2.21234,2.22156,2.23053,2.19427,2.20303,2.21154,2.21985,2.21108,2.21917,2.22709,2.2349,2.24262,2.25027,2.25788,0.889209,0.347494,-0.166749,0.751502,0.876835,1.03534,1.12517,1.20242,1.26929,1.43978,1.49174,1.53313,1.56666,1.72938,1.75213,1.77282,1.79081,1.84374,1.85817,1.87157,1.88401,1.83488,1.84624,1.85723,1.86793,1.2503,1.26303,1.27514,1.28653,0.907747,0.921401,1.24613,1.21417,1.05328
J-327,0.875205,0.874111,0.872918,0.871608,0.871778,0.870364,0.868939,0.876443,0.882364,0.887143,0.891479,0.895394,0.898918,0.902083,0.904908,0.907425,0.908941,0.910939,0.912694,0.742738,0.748575,0.743472,0.423889,0.423772,0.494629,0.493914,0.493749,0.494331,0.337215,0.334008,0.356455,0.381917,0.52498,0.544137,0.562825,0.580788,0.636303,0.651867,0.666851,0.68124,0.710809,0.723943,0.736663,0.748982,0.760937,0.772542,0.783833,0.794812,0.797918,0.808531,0.818825,0.828885,0.819489,0.829115,0.83852,0.847712,0.849505,0.85842,0.867189,0.875849,0.884431,0.892944,0.901428,-0.46085,-0.983931,-1.55471,-0.643678,-0.519828,-0.406941,-0.318042,-0.241757,-0.175532,-0.0776542,-0.0262674,0.0145175,0.0473946,0.124154,0.14674,0.167187,0.184925,0.214273,0.228485,0.241639,0.253775,0.242136,0.252896,0.263297,0.273435,0.0402455,0.050455,0.0602907,0.0695941,-0.074357,-0.0637058,0.255334,0.223795,0.161117
J-328,0.873939,0.872838,0.871659,0.870352,0.870537,0.869124,0.8677,0.875061,0.880964,0.885734,0.890046,0.89395,0.897468,0.900627,0.90344,0.905945,0.907455,0.909438,0.91118,0.743352,0.745982,0.740898,0.421558,0.421436,0.492461,0.491809,0.491711,0.492351,0.336925,0.333863,0.356287,0.381688,0.524781,0.543887,0.562548,0.580474,0.635964,0.651518,0.666472,0.680854,0.710399,0.723529,0.736248,0.748571,0.760525,0.772124,0.783392,0.794376,0.797507,0.808099,0.818409,0.828472,0.819071,0.828704,0.838101,0.847314,0.849112,0.858024,0.866796,0.875459,0.884054,0.892578,0.901051,-0.47675,-0.987566,-1.56895,-0.647234,-0.522804,-0.409669,-0.320478,-0.243901,-0.177561,-0.0796982,-0.0281031,0.0128672,0.0458834,0.122486,0.14514,0.165675,0.183439,0.212769,0.227016,0.24019,0.252351,0.240802,0.251577,0.262,0.272154,0.039377,0.0496158,0.0594647,0.0687834,-0.0748166,-0.0641226,0.254768,0.223131,0.160108
J-329,0.408545,0.410779,0.413477,0.416586,0.416767,0.420458,0.424271,0.260337,0.278415,0.29593,0.311598,0.325565,0.337938,0.348851,0.358403,0.36675,0.376072,0.382495,0.387975,0.348243,0.356153,0.35567,0.372244,0.3751,0.37018,0.373303,0.376819,0.380878,0.105392,0.10307,0.122906,0.146011,0.216643,0.234432,0.252112,0.269276,0.300274,0.315322,0.32987,0.343911,0.363246,0.376155,0.388682,0.400839,0.412658,0.424144,0.435335,0.446236,0.454033,0.464437,0.474606,0.48457,0.48715,0.496861,0.506342,0.515614,0.522066,0.531075,0.539946,0.548702,0.557384,0.565992,0.574557,-1.59754,-1.83763,-2.68077,-1.00868,-0.887744,-0.796688,-0.70494,-0.623975,-0.555374,-0.500489,-0.446781,-0.404134,-0.369801,-0.335844,-0.311651,-0.290261,-0.272122,-0.252422,-0.237917,-0.224719,-0.212568,-0.207442,-0.196797,-0.186445,-0.176334,-0.195708,-0.186752,-0.176789,-0.166673,-0.127925,-0.117914,0.145882,0.100392,0.0714311
J-33,0.503675,0.511957,0.519896,0.527489,0.535705,0.54268,0.549362,0.557441,0.56552,0.573021,0.580348,0.587528,0.594544,0.601389,0.608088,0.614615,0.620535,0.626769,0.632853,0.378888,0.583539,0.587235,0.528509,0.528841,0.601403,0.600283,0.600051,0.600328,0.437865,0.396153,0.419048,0.447,0.594079,0.614543,0.634433,0.65344,0.711557,0.727731,0.743212,0.758012,0.788816,0.802184,0.815074,0.827522,0.839558,0.8512,0.8625,0.873469,0.87604,0.886615,0.896863,0.90685,0.896288,0.905848,0.915151,0.924242,0.925568,0.934358,0.942995,0.951519,0.959959,0.968305,0.976614,-0.121714,-0.802293,-1.1757,-0.451556,-0.340484,-0.233259,-0.152535,-0.0825286,-0.0213571,0.0766618,0.123059,0.160048,0.190013,0.271547,0.292297,0.311169,0.327916,0.358382,0.371816,0.384453,0.39616,0.381318,0.391745,0.401869,0.411746,0.159493,0.169536,0.179258,0.188571,0.0451464,0.0558573,0.363671,0.337543,0.269107
J-330,0.605285,0.625755,0.644981,0.663035,0.655079,0.67138,0.686678,0.697077,0.698234,0.710115,0.721522,0.732503,0.743041,0.753154,0.762842,0.77213,0.794963,0.803443,0.811555,0.889433,0.889757,0.891513,0.789226,0.790147,0.889628,0.888957,0.889171,0.889844,0.772146,0.717726,0.740538,0.769374,0.952815,0.973461,0.993499,1.01262,1.0814,1.09749,1.11284,1.1275,1.16225,1.1754,1.18806,1.20028,1.21207,1.22346,1.2345,1.24522,1.24557,1.2559,1.2659,1.27562,1.25976,1.2691,1.27818,1.28704,1.28621,1.29478,1.3032,1.31149,1.3197,1.32783,1.3359,0.26028,-0.383713,-0.772527,-0.0630513,0.0469317,0.16351,0.243361,0.312664,0.373246,0.485753,0.531652,0.56831,0.598071,0.697061,0.717625,0.73637,0.753044,0.788295,0.801693,0.81433,0.826059,0.803529,0.814055,0.824274,0.834252,0.497505,0.507969,0.518087,0.527767,0.323681,0.334898,0.635163,0.609262,0.517424
J-331,0.586835,0.6078,0.627452,0.645871,0.638043,0.654686,0.670262,0.680484,0.681931,0.693762,0.70514,0.716072,0.726566,0.736652,0.746305,0.755548,0.778143,0.786597,0.79468,0.867794,0.868287,0.870402,0.765346,0.766387,0.867469,0.867435,0.868033,0.869204,0.762175,0.757776,0.779702,0.804958,0.985101,1.00375,1.02195,1.03944,1.10721,1.12222,1.13667,1.15053,1.18485,1.19745,1.20964,1.22145,1.23291,1.24401,1.25482,1.26531,1.26537,1.27555,1.28541,1.29504,1.27864,1.28792,1.29694,1.30577,1.30475,1.3133,1.32172,1.33002,1.33823,1.34638,1.35449,0.0695115,-0.515951,-1.02539,-0.174459,-0.0515193,0.0729854,0.161364,0.237204,0.303476,0.420273,0.471142,0.511597,0.544284,0.644053,0.666394,0.686676,0.70438,0.740083,0.754267,0.767452,0.779673,0.75792,0.768877,0.779478,0.789806,0.454969,0.466196,0.476921,0.487062,0.282482,0.294439,0.629985,0.598735,0.505435
J-332,0.723645,0.745022,0.765078,0.783885,0.776316,0.79331,0.809256,0.820036,0.821619,0.833992,0.845893,0.857356,0.868373,0.878964,0.88913,0.89888,0.922299,0.931229,0.939778,1.01644,1.01954,1.02267,0.937364,0.939082,1.04044,1.04066,1.04162,1.04307,0.929823,0.908322,0.93038,0.956627,1.13754,1.15653,1.17507,1.19282,1.26053,1.27559,1.29004,1.30391,1.33804,1.35052,1.36261,1.37429,1.38559,1.39656,1.40718,1.41751,1.41747,1.42748,1.43717,1.44662,1.43027,1.4394,1.44826,1.45692,1.4558,1.46418,1.47241,1.48053,1.48856,1.49651,1.50442,0.331128,-0.307787,-0.748388,0.0288835,0.146456,0.267878,0.352896,0.426246,0.490493,0.605582,0.654347,0.693227,0.724728,0.824143,0.845701,0.865338,0.882661,0.91819,0.932069,0.945083,0.957162,0.935263,0.946158,0.956716,0.967009,0.631804,0.64315,0.654025,0.664374,0.459847,0.471997,0.795927,0.766915,0.673107
